,AdID,Title,Type,YearBuilt,Link,Seller,Size,SalePrice,lastUpdate
28,6272042,BREŽICE,Poslovni prostor,1998,/oglasi-prodaja/brezice-poslovni-prostor_6272042/,Zasebna ponudba,1150.0,320000.0,2021-03-08 14:10:19.496471
29,6392810,BREŽICE,Posest,,/oglasi-prodaja/brezice-posest_6392810/,Zasebna ponudba,1178.0,88.0,2021-03-08 14:10:19.502458
30,6238369,BREŽICE,Posest,,/oglasi-prodaja/brezice-posest_6238369/,"Stoja trade, d.o.o., Ljubljana",4093.0,260000.0,2021-03-08 14:10:21.151042
31,6391167,BREŽICE,Posest,,/oglasi-prodaja/brezice-posest_6391167/,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ",5901.0,285000.0,2021-03-08 14:10:21.156029
32,6338379,"BREŽICE, BREZINA",Hiša,1974.0,/oglasi-prodaja/brezice-brezina-hisa_6338379/,TA-BU nepremičnine d.o.o.,391.5,159000.0,2021-03-08 14:10:21.162014
33,6333165,"BREŽICE, BREZINA",Posest,,/oglasi-prodaja/brezice-brezina-posest_6333165/,Zasebna ponudba,656.0,28.0,2021-03-08 14:10:21.166999
34,6103007,"BREŽICE, BREZINA",Posest,,/oglasi-prodaja/brezice-brezina-posest_6103007/,METKA HANUNA s.p.,879.0,27000.0,2021-03-08 14:10:21.172984
35,6150758,"BREŽICE, BREZINA",Posest,,/oglasi-prodaja/brezice-brezina-posest_6150758/,"NOVDOM Nepremičnine, Aleš Novak s.p.",1417.0,45000.0,2021-03-08 14:10:21.181961
36,6359096,"BREŽICE, BREZINA",Posest,,/oglasi-prodaja/brezice-brezina-posest_6359096/,"NOVDOM Nepremičnine, Aleš Novak s.p.",1518.0,32.0,2021-03-08 14:10:21.186948
37,6359099,"BREŽICE, BREZINA",Posest,,/oglasi-prodaja/brezice-brezina-posest_6359099/,"NOVDOM Nepremičnine, Aleš Novak s.p.",2531.0,32.0,2021-03-08 14:10:21.191933
38,6141130,"BREŽICE, CENTER",Poslovni prostor,1710.0,/oglasi-prodaja/brezice-center-poslovni-prostor_6141130/,"FLEKS nepremičnine, Gregor Jarkovič s.p.",61.4,48000.0,2021-03-08 14:10:21.199912
39,6141127,"BREŽICE, CENTER",Poslovni prostor,1710.0,/oglasi-prodaja/brezice-center-poslovni-prostor_6141127/,"FLEKS nepremičnine, Gregor Jarkovič s.p.",153.9,110000.0,2021-03-08 14:10:21.207890
40,6356875,"BREŽICE, CENTER",Hiša,1965.0,/oglasi-prodaja/brezice-center-hisa_6356875/,Zasebna ponudba,321.0,199000.0,2021-03-08 14:10:21.212878
41,6349761,"BREŽICE, CENTER",Poslovni prostor,1949.0,/oglasi-prodaja/brezice-center-poslovni-prostor_6349761/,Vilmar nepremičnine d.o.o.,432.0,315000.0,2021-03-08 14:10:21.217863
42,5970965,"BREŽICE, CENTER BREŽIC",Poslovni prostor,1998.0,/oglasi-prodaja/brezice-center-brezic-poslovni-prostor_5970965/,Zasebna ponudba,98.0,60000.0,2021-03-08 14:10:21.223848
43,5970961,"BREŽICE, CENTER BREŽIC",Poslovni prostor,1945.0,/oglasi-prodaja/brezice-center-brezic-poslovni-prostor_5970961/,Zasebna ponudba,180.0,50000.0,2021-03-08 14:10:21.228836
44,5975128,"BREŽICE, CENTER BREŽIC",Poslovni prostor,1945.0,/oglasi-prodaja/brezice-center-brezic-poslovni-prostor_5975128/,Zasebna ponudba,287.4,180000.0,2021-03-08 14:10:21.232826
45,5975122,"BREŽICE, CENTER BREŽIC",Poslovni prostor,1945.0,/oglasi-prodaja/brezice-center-brezic-poslovni-prostor_5975122/,Zasebna ponudba,590.0,300000.0,2021-03-08 14:10:21.237811
