,Ad_ID,Ad_Link,datetime
25,6648004,/nepremicnine/lokacija-stanovanja-trzin-23.00-m2-oglas-6648004,29.03.2021_12:40:17
26,6646987,/nepremicnine/lokacija-stanovanja-ravne-koroskem-oglas-6646987,29.03.2021_12:40:17
27,6307365,/nepremicnine/lokacija-stanovanja-center-oglas-6307365,29.03.2021_12:40:17
28,1446157,/nepremicnine/stanovanje-podravska-sentilj-v-slovenskih-goricah-sladki-vrh-4-oglas-1446157,29.03.2021_12:40:17
29,6201362,/nepremicnine/lokacija-stanovanja-skoke-90.00-m2-oglas-6201362,29.03.2021_12:40:17
30,6644864,/nepremicnine/stanovanje-z-dvema-balkonoma-ob-parku-oglas-6644864,29.03.2021_12:40:17
31,6634986,/nepremicnine/prodaja-stanovanje-trisobno-posavje-radece-radece-oglas-6634986,29.03.2021_12:40:17
32,3838389,/nepremicnine/lokacija-stanovanja-center-41.00-m2-oglas-3838389,29.03.2021_12:40:17
33,6142371,/nepremicnine/lokacija-stanovanja-ptuj-68.00-m2-oglas-6142371,29.03.2021_12:40:17
34,6261626,/nepremicnine/lokacija-stanovanja-sentilj-v-slovenskih-goricah-100.00-m2-oglas-6261626,29.03.2021_12:40:17
35,6633614,/nepremicnine/stanovanje-smarje-pri-jelsah-49.00-m2-2-sobno-obnov-2016-klima-oglas-6633614,29.03.2021_12:40:17
36,1454333,/nepremicnine/apartmaj-hrvaska-murter-oglas-1454333,29.03.2021_12:40:17
37,2439696,/nepremicnine/stanovanje-podravska-maribor-ostalo-slovenska-bistrica-3-sobno-oglas-2439696,29.03.2021_12:40:17
38,6633204,/nepremicnine/lokacija-stanovanja-vas-69.00-m2-oglas-6633204,29.03.2021_12:40:17
39,6632192,/nepremicnine/lokacija-stanovanja-jarse-67.00-m2-oglas-6632192,29.03.2021_12:40:17
40,3971642,/nepremicnine/krk-cizici-46.00-m2-novogradnja-oglas-3971642,29.03.2021_12:40:17
41,6631149,/nepremicnine/lokacija-stanovanja-melje-40.00-m2-oglas-6631149,29.03.2021_12:40:17
42,6627096,/nepremicnine/ljubljana-siska-stanovanje-3-sobno-prodaja-oglas-6627096,29.03.2021_12:40:17
43,6627094,/nepremicnine/ljubljana-siska-stanovanje-2-sobno-prodaja-oglas-6627094,29.03.2021_12:40:17
44,6627092,/nepremicnine/ljubljana-siska-stanovanje-2-sobno-prodaja-oglas-6627092,29.03.2021_12:40:17
45,6627090,/nepremicnine/ljubljana-moste-stanovanje-5-in-vecsobno-prodaja-oglas-6627090,29.03.2021_12:40:17
46,6627011,/nepremicnine/izola-1-sobno-stanovanje-oglas-6627011,29.03.2021_12:40:17
47,6441847,/nepremicnine/lokacija-stanovanja-center-47.00-m2-ob-parku-in-epf-oglas-6441847,29.03.2021_12:40:17
48,6624853,/nepremicnine/3-sobno-stanovanje-v-blizini-mestnega-parka-oglas-6624853,29.03.2021_12:40:17
49,6298222,/nepremicnine/lokacija-stanovanja-sezana-82.00-m2-oglas-6298222,29.03.2021_12:40:17
50,4944481,/nepremicnine/maribor-kamnica-stanovanje-3-sobno-prodaja-oglas-4944481,29.03.2021_12:40:18
51,6326743,/nepremicnine/maribor-tabor-stanovanje-3-sobno-prodaja-oglas-6326743,29.03.2021_12:40:18
52,6401636,/nepremicnine/maribor-center-stanovanje-4-sobno-prodaja-oglas-6401636,29.03.2021_12:40:18
53,6425781,/nepremicnine/maribor-studenci-stanovanje-1.5-sobno-prodaja-oglas-6425781,29.03.2021_12:40:18
54,6425803,/nepremicnine/maribor-studenci-stanovanje-2-sobno-prodaja-oglas-6425803,29.03.2021_12:40:18
55,6425808,/nepremicnine/maribor-studenci-stanovanje-3-sobno-prodaja-oglas-6425808,29.03.2021_12:40:18
56,6431470,/nepremicnine/maribor-koroska-vrata-stanovanje-4-sobno-prodaja-oglas-6431470,29.03.2021_12:40:18
57,6445566,/nepremicnine/maribor-koroska-vrata-stanovanje-2-sobno-prodaja-oglas-6445566,29.03.2021_12:40:18
58,6342021,/nepremicnine/maribor-tabor-stanovanje-4-sobno-prodaja-oglas-6342021,29.03.2021_12:40:18
59,6624162,/nepremicnine/lokacija-stanovanja-vinodolski-64.00-m2-oglas-6624162,29.03.2021_12:40:18
60,6069350,/nepremicnine/prodaja-stanovanje-dupleks-pomurska-radenci-radenci-oglas-6069350,29.03.2021_12:40:18
61,5038070,/nepremicnine/lokacija-stanovanja-domzale-strogi-center-oglas-5038070,29.03.2021_12:40:18
62,1457660,/nepremicnine/stanovanje-pomurska-ljutomer-stara-cesta-5-sobno-90.00-m2-pr-oglas-1457660,29.03.2021_12:40:18
63,6427865,/nepremicnine/lokacija-stanovanja-kocevarjeva-dupleks-z-garazo-oglas-6427865,29.03.2021_12:40:18
64,6619474,/nepremicnine/maribor-pobrezje-stanovanje-2-sobno-prodaja-oglas-6619474,29.03.2021_12:40:18
65,6619461,/nepremicnine/maribor-tabor-stanovanje-1-sobno-prodaja-oglas-6619461,29.03.2021_12:40:18
66,6619034,/nepremicnine/velenje-stanovanje-3-sobno-prodaja-oglas-6619034,29.03.2021_12:40:18
67,6618896,/nepremicnine/prodaja-stanovanje-stirisobno-podravska-maribor-center-oglas-6618896,29.03.2021_12:40:18
68,6618816,/nepremicnine/prodaja-stanovanje-stirisobno-podravska-maribor-vas-oglas-6618816,29.03.2021_12:40:18
69,6617201,/nepremicnine/lokacija-stanovanja-maribor-center-oglas-6617201,29.03.2021_12:40:18
70,6616827,/nepremicnine/ljubljana-center-73.00-m2-oglas-6616827,29.03.2021_12:40:18
71,6616772,/nepremicnine/lokacija-stanovanja-domzale-oglas-6616772,29.03.2021_12:40:18
72,6616546,/nepremicnine/ljubljana-spodnja-siska-stara-cerkev-42.00-m2-oglas-6616546,29.03.2021_12:40:18
73,5417204,/nepremicnine/lokacija-stanovanja-podbrdo-107.00-m2-oglas-5417204,29.03.2021_12:40:18
74,6325791,/nepremicnine/lokacija-stanovanja-center-105.10-m2-oglas-6325791,29.03.2021_12:40:18
75,6616076,/nepremicnine/siska-funkcionalno-3-sobno-stanovanje-z-balkonom-oglas-6616076,29.03.2021_12:40:19
76,6615860,/nepremicnine/lokacija-stanovanja-tabor-74.00-m2-oglas-6615860,29.03.2021_12:40:19
77,6611105,/nepremicnine/prodaja-stanovanje-dvosobno-juzna-primorska-piran-pirano-lucija-oglas-6611105,29.03.2021_12:40:19
78,6611104,/nepremicnine/prodaja-stanovanje-trisobno-ljubljana-siska-spodnja-siska-oglas-6611104,29.03.2021_12:40:19
79,6611103,/nepremicnine/prodaja-stanovanje-trisobno-kabinet-ljubljana-siska-spodnja-siska-oglas-6611103,29.03.2021_12:40:19
80,6611102,/nepremicnine/prodaja-stanovanje-trisobno-podravska-lenart-lenart-v-slov-goricah-oglas-6611102,29.03.2021_12:40:19
81,6611101,/nepremicnine/prodaja-stanovanje-dvoinpolsobno-podravska-lenart-lenart-v-slov-gor-oglas-6611101,29.03.2021_12:40:19
82,6611089,/nepremicnine/prodaja-stanovanje-dvoinpolsobno-podravska-lenart-lenart-v-slov-gor-oglas-6611089,29.03.2021_12:40:19
83,6611006,/nepremicnine/maribor-koroska-vrata-stanovanje-4.5-sobno-prodaja-oglas-6611006,29.03.2021_12:40:19
84,6610652,/nepremicnine/moderno-varcno-2-sobno-stanovanje-oglas-6610652,29.03.2021_12:40:19
85,6610642,/nepremicnine/ljubljana-sentvid-stanovanje-3-sobno-prodaja-oglas-6610642,29.03.2021_12:40:19
86,6610641,/nepremicnine/moderno-opremljeno-3-sobno-stanovanje-oglas-6610641,29.03.2021_12:40:19
87,6610489,/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-center-oglas-6610489,29.03.2021_12:40:19
88,6610486,/nepremicnine/prodaja-stanovanje-stirisobno-savinjska-rogaska-slatina-rogaska-slat-oglas-6610486,29.03.2021_12:40:19
89,6610483,/nepremicnine/prodaja-stanovanje-petsobno-podravska-maribor-vsa-podrocja-oglas-6610483,29.03.2021_12:40:19
90,4474654,/nepremicnine/medno-1-1210-ljubljana-sentvid-oglas-4474654,29.03.2021_12:40:19
91,6609216,/nepremicnine/prodaja-1-sobno-stanovanje-bezigrad-39.6m2-oglas-6609216,29.03.2021_12:40:19
92,6608967,/nepremicnine/lokacija-stanovanja-tabor-68.00-m2-oglas-6608967,29.03.2021_12:40:19
93,6608616,/nepremicnine/2-sobno-stanovanje-v-obnovljenem-bloku-taboru-maribor-tabor-oglas-6608616,29.03.2021_12:40:19
94,6608614,/nepremicnine/2-sobno-stanovanje-57.10-m2-v-vecstanovanjski-hisi-v-kamnici-prodamo-oglas-6608614,29.03.2021_12:40:19
95,6608516,/nepremicnine/lokacija-stanovanja-domzale-21.00-m2-oglas-6608516,29.03.2021_12:40:19
96,5461680,/nepremicnine/dvosobno-stanovanje-dobrova-polhov-gradec-44.00-m2-oglas-5461680,29.03.2021_12:40:19
97,6607186,/nepremicnine/vas-4-sobno-stanovanje-oglas-6607186,29.03.2021_12:40:19
98,4774786,/nepremicnine/3-sobno-stanovanje-65m2-v-drugi-vrsti-morja-mali-losinj-hrvaska-oglas-4774786,29.03.2021_12:40:19
99,6607023,/nepremicnine/lokacija-stanovanja-savinja-oglas-6607023,29.03.2021_12:40:19
100,2781777,/nepremicnine/lokacija-stanovanja-sentjur-70.00-m2-novogradnja-oglas-2781777,29.03.2021_12:40:20
101,6603059,/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-izola-isola-izola-oglas-6603059,29.03.2021_12:40:20
102,6602562,/nepremicnine/ljubljana-bezigrad-stanovanje-1.5-sobno-prodaja-oglas-6602562,29.03.2021_12:40:20
103,6602502,/nepremicnine/enosobno-stanovanje-zrece-oglas-6602502,29.03.2021_12:40:20
104,6602425,/nepremicnine/prodaja-stanovanje-dvosobno-gorenjska-skofja-loka-skofja-loka-oglas-6602425,29.03.2021_12:40:20
105,6602372,/nepremicnine/prodamo-stanovanje-vrt-klet-garaza-ivancna-gorica-120-m2-oglas-6602372,29.03.2021_12:40:20
106,1471659,/nepremicnine/stanovanje-podravska-maribor-center-4.5-sobno-158.00-m2-prodam-oglas-1471659,29.03.2021_12:40:20
107,6600629,/nepremicnine/poslovno-stanovanjski-objekt-kamnica-pri-mariboru-610.00-m2-oglas-6600629,29.03.2021_12:40:20
108,6600115,/nepremicnine/lokacija-stanovanja-sostanj-57.00-m2-oglas-6600115,29.03.2021_12:40:20
109,6599929,/nepremicnine/lokacija-stanovanja-ravne-koroskem-40.00-m2-oglas-6599929,29.03.2021_12:40:20
110,6599611,/nepremicnine/lokacija-stanovanja-kropa-30.00-m2-oglas-6599611,29.03.2021_12:40:20
111,6354723,/nepremicnine/lokacija-stanovanja-dobrinj-68.00-m2-oglas-6354723,29.03.2021_12:40:20
112,6595767,/nepremicnine/studio-apartman-biograd-moru-oglas-6595767,29.03.2021_12:40:20
113,6595756,/nepremicnine/lokacija-stanovanja-zgornja-siska-oglas-6595756,29.03.2021_12:40:20
114,6595646,/nepremicnine/lokacija-stanovanja-hudinja-77.00-m2-oglas-6595646,29.03.2021_12:40:20
115,6595220,/nepremicnine/lokacija-stanovanja-ormoz-90.00-m2-oglas-6595220,29.03.2021_12:40:20
116,1457569,/nepremicnine/stanovanje-podravska-maribor-vas-maribor-2-sobno-56-m2-oglas-1457569,29.03.2021_12:40:20
117,6591887,/nepremicnine/2-sobno-stanovanje-v-blizini-centra-celja-oglas-6591887,29.03.2021_12:40:20
118,6591857,/nepremicnine/kamnik-mekinje-stanovanje-2-sobno-prodaja-oglas-6591857,29.03.2021_12:40:20
119,6275469,/nepremicnine/lokacija-stanovanja-gorica-44.00-m2-oglas-6275469,29.03.2021_12:40:20
120,3433385,/nepremicnine/lokacija-stanovanja-podvelka-51.00-m2-oglas-3433385,29.03.2021_12:40:20
121,3519407,/nepremicnine/lokacija-stanovanja-lava-78.00-m2-oglas-3519407,29.03.2021_12:40:20
122,6591031,/nepremicnine/zeleznicarska-kolonija-tabor-47.00-m2-oglas-6591031,29.03.2021_12:40:20
123,6589721,/nepremicnine/lokacija-stanovanja-lenart-v-slovenskih-goricah-50.20-m2-oglas-6589721,29.03.2021_12:40:20
124,6315147,/nepremicnine/lokacija-stanovanja-miklavz-dravskem-polju-94.00-m2-oglas-6315147,29.03.2021_12:40:20
125,6589472,/nepremicnine/lokacija-stanovanja-bistrica-ob-dravi-51.00-m2-oglas-6589472,29.03.2021_12:40:22
126,6589418,/nepremicnine/lokacija-stanovanja-celje-51.00-m2-oglas-6589418,29.03.2021_12:40:22
127,6589398,/nepremicnine/ljubljana-vic-svetlo-3-sobno-stanovanje-z-balkonom-oglas-6589398,29.03.2021_12:40:22
128,6365383,/nepremicnine/lokacija-stanovanja-vas-56.00-m2-oglas-6365383,29.03.2021_12:40:22
129,6589223,/nepremicnine/lokacija-stanovanja-center-51.00-m2-oglas-6589223,29.03.2021_12:40:22
130,6364386,/nepremicnine/lokacija-stanovanja-celje-center-pletersnikova-ulica-rabljeno-oglas-6364386,29.03.2021_12:40:22
131,6589051,/nepremicnine/lokacija-stanovanja-pobrezje-23.00-m2-oglas-6589051,29.03.2021_12:40:22
132,6333521,/nepremicnine/prodaja-stanovanje-3-sobno-ob-dolenjski-zeleznici-rudnik-62-m2-oglas-6333521,29.03.2021_12:40:22
133,6588092,/nepremicnine/lokacija-stanovanja-skofja-loka-45.00-m2-oglas-6588092,29.03.2021_12:40:22
134,6588071,/nepremicnine/ljubljana-brdo-4-sobno-137.54-m2-oglas-6588071,29.03.2021_12:40:22
135,6587728,/nepremicnine/lokacija-stanovanja-brdo-151.00-m2-oglas-6587728,29.03.2021_12:40:22
136,2354874,/nepremicnine/klet-osrednjeslovenska-domzale-ostalo-7-m2-prodam-oglas-2354874,29.03.2021_12:40:22
137,4576931,/nepremicnine/lokacija-stanovanja-crnomelj-oglas-4576931,29.03.2021_12:40:22
138,4842815,/nepremicnine/lokacija-stanovanja-moravske-toplice-74.00-m2-zunanje-50m2-oglas-4842815,29.03.2021_12:40:22
139,6200414,/nepremicnine/lokacija-stanovanja-brezice-62.00-m2-oglas-6200414,29.03.2021_12:40:22
140,6583621,/nepremicnine/prodaja-stanovanje-celje-3-sobno-opremljeno-stanovanje-oglas-6583621,29.03.2021_12:40:22
141,100097,/nepremicnine/stanovanje-osrednjeslovenska-smartno-pri-litiji-smartno-pri-liti-oglas-100097,29.03.2021_12:40:22
142,1452305,/nepremicnine/stanovanje-notranjsko-kraska-postojna-2-sob-60m2-atrijs-oglas-1452305,29.03.2021_12:40:22
143,6581586,/nepremicnine/lokacija-stanovanja-tezno-75.50-m2-oglas-6581586,29.03.2021_12:40:22
144,6581305,/nepremicnine/lokacija-stanovanja-vas-40.00-m2-oglas-6581305,29.03.2021_12:40:22
145,6574584,/nepremicnine/prodaja-stanovanje-stirisobno-kabinet-podravska-maribor-pobrezje-oglas-6574584,29.03.2021_12:40:22
146,6573935,/nepremicnine/lokacija-stanovanja-medvode-69.00-m2-oglas-6573935,29.03.2021_12:40:22
147,6573757,/nepremicnine/prodam-1.5-sobno-stanovanje-lava-44.00-m2-oglas-6573757,29.03.2021_12:40:22
148,1448607,/nepremicnine/stanovanje-osrednjeslovenska-ljubljana-polje-1-sobno-42-m2-oglas-1448607,29.03.2021_12:40:22
149,6032626,/nepremicnine/lokacija-stanovanja-sentjur-65.00-m2-oglas-6032626,29.03.2021_12:40:22
150,1449131,/nepremicnine/stanovanje-tujina-hrvaska-novigrad-3-sobno-60.00-m2-prodam-oglas-1449131,29.03.2021_12:40:23
151,1466741,/nepremicnine/stanovanje-tujina-hrvaska-novigrad-2-sobno-58-m2-prodam-oglas-1466741,29.03.2021_12:40:23
152,1480594,/nepremicnine/stanovanje-podravska-maribor-tabor-1-sobno-46-m2-prodam-oglas-1480594,29.03.2021_12:40:23
153,6565177,/nepremicnine/prijetno-stanovanje-teraso-bledu-oglas-6565177,29.03.2021_12:40:23
154,6564976,/nepremicnine/istra-umag-stanovanje-2.5-sobno-prodaja-oglas-6564976,29.03.2021_12:40:23
155,6564973,/nepremicnine/izola-stanovanje-3-sobno-prodaja-oglas-6564973,29.03.2021_12:40:23
156,6564967,/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-melje-oglas-6564967,29.03.2021_12:40:23
157,6091248,/nepremicnine/stanovanje-najboljsi-lokaciji-v-mestu-91.00-m2-oglas-6091248,29.03.2021_12:40:23
158,6155160,/nepremicnine/lokacija-stanovanja-zgornja-siska-17.00-m2-oglas-6155160,29.03.2021_12:40:23
159,6563129,/nepremicnine/ljubljana-brdo-3-sobno-116.42-m2-oglas-6563129,29.03.2021_12:40:23
160,6562854,/nepremicnine/lokacija-stanovanja-center-52.00-m2-oglas-6562854,29.03.2021_12:40:23
161,6562782,/nepremicnine/ljubljana-center-resljeva-oglas-6562782,29.03.2021_12:40:23
162,6562744,/nepremicnine/lokacija-stanovanja-postni-center-65.00-m2-oglas-6562744,29.03.2021_12:40:23
163,6562513,/nepremicnine/ljubljana-brdo-4-sobno-154.91-m2-oglas-6562513,29.03.2021_12:40:23
164,6562463,/nepremicnine/lokacija-stanovanja-tabor-64.00-m2-oglas-6562463,29.03.2021_12:40:23
165,1453924,/nepremicnine/stanovanje-dolenjska-zuzemberk-zuzemberk-3-sobno-72-m2-prodam-oglas-1453924,29.03.2021_12:40:23
166,6561412,/nepremicnine/lokacija-stanovanja-gorisnica-82.00-m2-oglas-6561412,29.03.2021_12:40:23
167,6560933,/nepremicnine/lepo-obnovljeno-atrijsko-stanovanje-v-sp-radvanju-oglas-6560933,29.03.2021_12:40:23
168,6560929,/nepremicnine/prostorno-stanovanje-odlicni-lokaciji-v-celju-oglas-6560929,29.03.2021_12:40:23
169,6557475,/nepremicnine/maribor-tabor-stanovanje-3-sobno-prodaja-oglas-6557475,29.03.2021_12:40:23
170,6557473,/nepremicnine/maribor-vas-stanovanje-4-sobno-prodaja-oglas-6557473,29.03.2021_12:40:23
171,6557443,/nepremicnine/prodaja-stanovanje-trisobno-osrednjeslovenska-domzale-vir-oglas-6557443,29.03.2021_12:40:23
172,6556711,/nepremicnine/lokacija-stanovanja-kaplja-vas-68.70-m2-oglas-6556711,29.03.2021_12:40:23
173,6556634,/nepremicnine/2-sobno-stanovanje-48.20-m2-kranj-vodovodni-stolp-prodamo-oglas-6556634,29.03.2021_12:40:23
174,6367551,/nepremicnine/lokacija-stanovanja-center-oglas-6367551,29.03.2021_12:40:23
175,6367584,/nepremicnine/lokacija-stanovanja-center-oglas-6367584,29.03.2021_12:40:24
176,6555517,/nepremicnine/ljubljana-brdo-cesta-brdo-oglas-6555517,29.03.2021_12:40:24
177,6555500,/nepremicnine/lokacija-stanovanja-piran-63.00-m2-oglas-6555500,29.03.2021_12:40:24
178,1447935,/nepremicnine/stanovanje-gorenjska-trzic-trzic-2-sobno-72-m2-prodam-oglas-1447935,29.03.2021_12:40:24
179,6554822,/nepremicnine/lokacija-stanovanja-kozina-70.00-m2-oglas-6554822,29.03.2021_12:40:24
180,2587205,/nepremicnine/2-sobno-obnovljeno-stanovanje-podravska-maribor-tabor-2-sobno-oglas-2587205,29.03.2021_12:40:24
181,3630335,/nepremicnine/2-sobno-opremljeno-stanovanje-v-hisi-tabor-60.00-m2-oglas-3630335,29.03.2021_12:40:24
182,6554273,/nepremicnine/stanovanje-maribor-melje-54.00-m2-oglas-6554273,29.03.2021_12:40:24
183,6554128,/nepremicnine/lokacija-stanovanja-pragersko-89.20-m2-z-balkonom-v-izmeri-11.40-m2-oglas-6554128,29.03.2021_12:40:24
184,6554015,/nepremicnine/lokacija-stanovanja-pragersko-72.10-m2-z-atrijem-80-m2-oglas-6554015,29.03.2021_12:40:24
185,4965364,/nepremicnine/lokacija-stanovanja-idrija-rozna-ulica-oglas-4965364,29.03.2021_12:40:24
186,6553759,/nepremicnine/ljubljana-prule-prodamo-prostorno-svetlo-ter-prenovljeno-2-ss-oglas-6553759,29.03.2021_12:40:24
187,6553651,/nepremicnine/ljubljana-rudnik-prodamo-prostorno-popolnoma-prenovljeno-ter-svetlo-oglas-6553651,29.03.2021_12:40:24
188,6553450,/nepremicnine/lokacija-stanovanja-celje-92.00-m2-oglas-6553450,29.03.2021_12:40:24
189,6553438,/nepremicnine/lokacija-stanovanja-celje-84.00-m2-oglas-6553438,29.03.2021_12:40:24
190,1459095,/nepremicnine/stanovanje-osrednjeslovenska-ljubljana-moste-stepanjsko-naselje-oglas-1459095,29.03.2021_12:40:24
191,6553077,/nepremicnine/stanovanje-3-sobno-sezana-72-m2-oglas-6553077,29.03.2021_12:40:24
192,6550243,/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-piran-pirano-lucija-oglas-6550243,29.03.2021_12:40:24
193,6549669,/nepremicnine/prodaja-stanovanje-2-sobno-mestni-trg-center-58.9-m2-oglas-6549669,29.03.2021_12:40:24
194,6549659,/nepremicnine/prodaja-stanovanje-3-sobno-einspielerjeva-ulica-bezigrad-87.7-m2-oglas-6549659,29.03.2021_12:40:24
195,6549290,/nepremicnine/lokacija-stanovanja-kaplja-vas-46.00-m2-oglas-6549290,29.03.2021_12:40:24
196,6548901,/nepremicnine/lokacija-stanovanja-podbrdo-64.00-m2-oglas-6548901,29.03.2021_12:40:24
197,1455630,/nepremicnine/stanovanje-tujina-hrvaska-stinica-2.5-sobno-80.00-m2-prodam-oglas-1455630,29.03.2021_12:40:24
198,6548020,/nepremicnine/lokacija-stanovanja-studenci-35.00-m2-oglas-6548020,29.03.2021_12:40:24
199,6547658,/nepremicnine/lokacija-stanovanja-koroska-vrata-101.00-m2-oglas-6547658,29.03.2021_12:40:24
200,6547467,/nepremicnine/lokacija-stanovanja-celje-65.00-m2-oglas-6547467,29.03.2021_12:40:25
201,6547440,/nepremicnine/lokacija-stanovanja-spodnji-duplek-77.00-m2-oglas-6547440,29.03.2021_12:40:25
202,6547363,/nepremicnine/lokacija-stanovanja-limbus-56.00-m2-oglas-6547363,29.03.2021_12:40:25
203,1448146,/nepremicnine/stanovanje-tujina-hrvaska-umag-300-m-morja-1-sobno-30.00-m2-oglas-1448146,29.03.2021_12:40:25
204,1451212,/nepremicnine/stanovanje-tujina-hrvaska-umag-300-m-morja-1-sobno-27-m2-p-oglas-1451212,29.03.2021_12:40:25
205,6045180,/nepremicnine/lokacija-stanovanja-secovlje-30.00-m2-oglas-6045180,29.03.2021_12:40:25
206,2611517,/nepremicnine/podstreha-kranj-center-299-m2-oglas-2611517,29.03.2021_12:40:25
207,2344000,/nepremicnine/stanovanje-tujina-hrvaska-medulin-2-sobno-53-m2-prodam-oglas-2344000,29.03.2021_12:40:25
208,6546311,/nepremicnine/lokacija-stanovanja-savinja-72.00-m2-oglas-6546311,29.03.2021_12:40:25
209,1456610,/nepremicnine/stanovanje-osrednjeslovenska-ljubljana-center-4-sobno-138-m2-oglas-1456610,29.03.2021_12:40:25
210,1457173,/nepremicnine/stanovanje-osrednjeslovenska-ljubljana-center-4-sobno-186-m2-oglas-1457173,29.03.2021_12:40:25
211,6545474,/nepremicnine/lokacija-stanovanja-podvelka-50.00-m2-oglas-6545474,29.03.2021_12:40:25
212,1455130,/nepremicnine/opatija-215m2-2-separatna-stana-180m2-35m2-3min-mora-oglas-1455130,29.03.2021_12:40:25
213,6542152,/nepremicnine/prodaja-stanovanje-stirisobno-podravska-maribor-vas-oglas-6542152,29.03.2021_12:40:25
214,6541752,/nepremicnine/ljubljana-bezigrad-stanovanje-1-sobno-prodaja-oglas-6541752,29.03.2021_12:40:25
215,6540230,/nepremicnine/lokacija-stanovanja-radenci-49.00-m2-oglas-6540230,29.03.2021_12:40:25
216,6540199,/nepremicnine/lokacija-stanovanja-tolmin-55.94-m2-oglas-6540199,29.03.2021_12:40:25
217,4605164,/nepremicnine/prodamo-stirisobno-stanovanje-v-centru-oglas-4605164,29.03.2021_12:40:25
218,4989396,/nepremicnine/ugodno-prodamo-stiriinpol-sobno-stanovanje-vseljivo-takoj-oglas-4989396,29.03.2021_12:40:25
219,6538122,/nepremicnine/lokacija-stanovanja-moste-70.00-m2-oglas-6538122,29.03.2021_12:40:25
220,6537837,/nepremicnine/lokacija-stanovanja-spodnja-siska-57.00-m2-oglas-6537837,29.03.2021_12:40:25
221,6367222,/nepremicnine/prodaja-stanovanje-3-sobno-reboljeva-ulica-bezigrad-66.8-m2-oglas-6367222,29.03.2021_12:40:25
222,6066585,/nepremicnine/lokacija-stanovanja-melje-42.00-m2-oglas-6066585,29.03.2021_12:40:25
223,6537455,/nepremicnine/lokacija-stanovanja-podlehnik-84.50-m2-oglas-6537455,29.03.2021_12:40:25
224,6533880,/nepremicnine/maribor-center-stanovanje-3.5-sobno-prodaja-oglas-6533880,29.03.2021_12:40:25
