,Ad_ID,Ad_Link,datetime
31,6281325,/nepremicnine/lokacija-stanovanja-postojna-oglas-6281325,14.03.2021_19:37:11
32,6512420,/nepremicnine/1-sobno-stanovanje-mb-sp-radvanje-v-lega-lep-razgled-obnovljeno-oglas-6512420,14.03.2021_19:37:11
33,6512199,/nepremicnine/lokacija-stanovanja-topniska-75.00-m2-oglas-6512199,14.03.2021_19:37:11
34,6507401,/nepremicnine/slovenska-bistrica-stanovanje-2.5-sobno-prodaja-oglas-6507401,14.03.2021_19:37:11
35,6507236,/nepremicnine/ljubljana-siska-stanovanje-1.5-sobno-prodaja-oglas-6507236,14.03.2021_19:37:11
36,6507148,/nepremicnine/dvosobno-stanovanje-v-centru-radelj-oglas-6507148,14.03.2021_19:37:11
37,4486962,/nepremicnine/4-sobno-maribor-center-vosnjakova-27-oglas-4486962,14.03.2021_19:37:11
38,1452622,/nepremicnine/stanovanje-osrednjeslovenska-ljubljana-center-trnovo-2.5-sobno-oglas-1452622,14.03.2021_19:37:11
39,4465526,/nepremicnine/stanovanje-koroska-podvelka-5-in-vecsobno-61.9-m2-prodam-oglas-4465526,14.03.2021_19:37:11
40,2611516,/nepremicnine/stanovanje-koroska-podvelka-1-sobno-24.50-m2-prodam-oglas-2611516,14.03.2021_19:37:11
41,6506244,/nepremicnine/lokacija-stanovanja-gorica-66.00-m2-oglas-6506244,14.03.2021_19:37:11
42,4533343,/nepremicnine/3-sobno-stanovanje-cecovje-oglas-4533343,14.03.2021_19:37:11
43,1470990,/nepremicnine/stanovanje-pomurska-lendava-ostalo-75-m2-prodam-oglas-1470990,14.03.2021_19:37:11
44,2777351,/nepremicnine/celje-jozefov-hrib-center-stanovanje-v-hisi-89.00-m2-oglas-2777351,14.03.2021_19:37:11
45,6505505,/nepremicnine/lokacija-stanovanja-magdalena-79.00-m2-oglas-6505505,14.03.2021_19:37:11
46,6504897,/nepremicnine/ljubljana-siska-2-sobno-stanovanje-z-balkonom-oglas-6504897,14.03.2021_19:37:11
47,6504843,/nepremicnine/lokacija-stanovanja-ivancna-gorica-61.00-m2-oglas-6504843,14.03.2021_19:37:11
48,1447252,/nepremicnine/stanovanje-3x-savinjska-prebold-prebold-130-m2-prodam-oglas-1447252,14.03.2021_19:37:11
49,1450839,/nepremicnine/stanovanje-savinjska-prebold-prebold-1-sobno-33.00-m2-prodam-oglas-1450839,14.03.2021_19:37:11
50,6504624,/nepremicnine/lokacija-stanovanja-borstnikova-ul-73.00-m2-oglas-6504624,14.03.2021_19:37:12
51,6504510,/nepremicnine/lokacija-stanovanja-ivancna-gorica-97.00-m2-oglas-6504510,14.03.2021_19:37:12
52,3161746,/nepremicnine/lokacija-stanovanja-studenci-189.00-m2-novogradnja-oglas-3161746,14.03.2021_19:37:12
53,4237101,/nepremicnine/stanovanje-podravska-maribor-center-center-3-sobno-68-m2-menjam-oglas-4237101,14.03.2021_19:37:12
54,6504368,/nepremicnine/lokacija-stanovanja-domzale-39.00-m2-oglas-6504368,14.03.2021_19:37:12
55,6504340,/nepremicnine/lokacija-stanovanja-savinja-oglas-6504340,14.03.2021_19:37:12
56,6259169,/nepremicnine/lokacija-stanovanja-salovci-58.00-m2-oglas-6259169,14.03.2021_19:37:12
57,6504276,/nepremicnine/lokacija-stanovanja-apace-67.91-m2-oglas-6504276,14.03.2021_19:37:12
58,6504227,/nepremicnine/lokacija-stanovanja-apace-151.16-m2-oglas-6504227,14.03.2021_19:37:12
59,6504189,/nepremicnine/lokacija-stanovanja-apace-95.79-m2-oglas-6504189,14.03.2021_19:37:12
60,6504165,/nepremicnine/lokacija-stanovanja-apace-79.89-m2-oglas-6504165,14.03.2021_19:37:12
61,3627520,/nepremicnine/lokacija-stanovanja-pobrezje-100.00-m2-oglas-3627520,14.03.2021_19:37:12
62,6504103,/nepremicnine/lokacija-stanovanja-apace-72.28-m2-oglas-6504103,14.03.2021_19:37:12
63,6504057,/nepremicnine/lokacija-stanovanja-apace-66.30-m2-oglas-6504057,14.03.2021_19:37:12
64,6503993,/nepremicnine/lokacija-stanovanja-apace-58.99-m2-oglas-6503993,14.03.2021_19:37:12
65,6503966,/nepremicnine/lokacija-stanovanja-apace-72.77-m2-oglas-6503966,14.03.2021_19:37:12
66,6503941,/nepremicnine/lokacija-stanovanja-apace-77.63-m2-oglas-6503941,14.03.2021_19:37:12
67,6503912,/nepremicnine/lokacija-stanovanja-apace-72.37-m2-oglas-6503912,14.03.2021_19:37:12
68,6503885,/nepremicnine/lokacija-stanovanja-apace-57.22-m2-oglas-6503885,14.03.2021_19:37:12
69,6503868,/nepremicnine/lokacija-stanovanja-apace-68.19-m2-oglas-6503868,14.03.2021_19:37:12
70,6503835,/nepremicnine/lokacija-stanovanja-apace-66.16-m2-oglas-6503835,14.03.2021_19:37:12
71,3783835,/nepremicnine/lokacija-stanovanja-zalec-105.00-m2-oglas-3783835,14.03.2021_19:37:12
72,6503678,/nepremicnine/lokacija-stanovanja-apace-65.67-m2-oglas-6503678,14.03.2021_19:37:12
73,6500468,/nepremicnine/prodaja-stanovanje-enosobno-podravska-maribor-betnava-oglas-6500468,14.03.2021_19:37:12
74,6500347,/nepremicnine/prodaja-stanovanje-triinpolsobno-juzna-primorska-piran-pirano-piran-oglas-6500347,14.03.2021_19:37:12
75,6499894,/nepremicnine/istra-pula-stanovanje-5-in-vecsobno-prodaja-oglas-6499894,14.03.2021_19:37:13
76,6499228,/nepremicnine/lokacija-stanovanja-ljubljanska-cesta-oglas-6499228,14.03.2021_19:37:13
77,4887388,/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-pobrezje-oglas-4887388,14.03.2021_19:37:13
78,6497972,/nepremicnine/domzale-2-sobno-stanovanje-oglas-6497972,14.03.2021_19:37:13
79,6497900,/nepremicnine/lokacija-stanovanja-apace-57.00-m2-oglas-6497900,14.03.2021_19:37:13
80,6497871,/nepremicnine/lokacija-stanovanja-apace-68.00-m2-oglas-6497871,14.03.2021_19:37:13
81,6497843,/nepremicnine/lokacija-stanovanja-apace-68.00-m2-oglas-6497843,14.03.2021_19:37:13
82,6497711,/nepremicnine/prodam-garsonjero-v-mariboru-zrkovci-oglas-6497711,14.03.2021_19:37:13
83,1448407,/nepremicnine/stanovanje-tujina-hrvaska-umag-lovrecica-3-sobno-72-m2-prodam-oglas-1448407,14.03.2021_19:37:13
84,6497324,/nepremicnine/ljubljana-center-3-ss-97.80m2-kletni-prostor-in-parkirni-prostor-oglas-6497324,14.03.2021_19:37:13
85,6496583,/nepremicnine/lokacija-stanovanja-lenart-v-slovenskih-goricah-46.30-m2-oglas-6496583,14.03.2021_19:37:13
86,6496561,/nepremicnine/lokacija-stanovanja-melje-150.00-m2-oglas-6496561,14.03.2021_19:37:13
87,6496472,/nepremicnine/lokacija-stanovanja-vinska-gorica-62.00-m2-oglas-6496472,14.03.2021_19:37:13
88,3952649,/nepremicnine/2-sobno-stanovanje-v-oplotnici-oglas-3952649,14.03.2021_19:37:13
89,4377835,/nepremicnine/maribor-stanovanje-v-dvostanovanjski-hisi-garaza-vrt-oglas-4377835,14.03.2021_19:37:13
90,6492699,/nepremicnine/prodaja-stanovanje-trosobno-dva-kabineta-juzna-primorska-piran-pir-oglas-6492699,14.03.2021_19:37:13
91,6492480,/nepremicnine/ljubljana-rudnik-stanovanje-3-sobno-prodaja-oglas-6492480,14.03.2021_19:37:13
92,6492260,/nepremicnine/istra-pula-stanovanje-5-in-vecsobno-prodaja-oglas-6492260,14.03.2021_19:37:13
93,6492171,/nepremicnine/prodaja-stanovanje-dvosobno-podravska-ptuj-ptuj-oglas-6492171,14.03.2021_19:37:13
94,6492170,/nepremicnine/prodaja-stanovanje-enosobno-podravska-ptuj-ptuj-oglas-6492170,14.03.2021_19:37:13
95,6492143,/nepremicnine/prodaja-stanovanje-trisobno-severna-primorska-gorica-goric-oglas-6492143,14.03.2021_19:37:13
96,6492129,/nepremicnine/prodaja-stanovanje-trisobno-ljubljana-center-center-oglas-6492129,14.03.2021_19:37:13
97,6492065,/nepremicnine/lokacija-stanovanja-borstnikova-ul-71.00-m2-oglas-6492065,14.03.2021_19:37:13
98,6491663,/nepremicnine/lokacija-stanovanja-litija-oglas-6491663,14.03.2021_19:37:13
99,6491145,/nepremicnine/lokacija-stanovanja-trbovlje-138.00-m2-oglas-6491145,14.03.2021_19:37:13
100,4883785,/nepremicnine/lokacija-stanovanja-dravlje-70.00-m2-oglas-4883785,14.03.2021_19:37:14
101,6490203,/nepremicnine/lokacija-stanovanja-vas-71.00-m2-oglas-6490203,14.03.2021_19:37:14
102,1454737,/nepremicnine/stanovanje-savinjska-sostanj-sostanj-ravne-82-3-sobno-85-m2-p-oglas-1454737,14.03.2021_19:37:14
103,6490027,/nepremicnine/lokacija-stanovanja-novalja-gaj-74-m2-3-sobno-blizu-plaze-oglas-6490027,14.03.2021_19:37:14
104,1450172,/nepremicnine/stanovanje-podravska-maribor-pobrezje-veljka-vlahovic-moznost-oglas-1450172,14.03.2021_19:37:14
105,3506600,/nepremicnine/lokacija-stanovanja-starse-111.00-m2-novogradnja-oglas-3506600,14.03.2021_19:37:14
106,6488999,/nepremicnine/lokacija-stanovanja-opekarniska-12-hudinja-72.00-m2-oglas-6488999,14.03.2021_19:37:14
107,6488809,/nepremicnine/mandre-56.00-m2-2-sobno-stanovanje-z-veliko-teraso-oglas-6488809,14.03.2021_19:37:14
108,6488761,/nepremicnine/novalja-121-m2-4-sobni-penthouse-stresno-teraso-2-vrsta-morja-oglas-6488761,14.03.2021_19:37:14
109,4200856,/nepremicnine/maribor-tabor-penthouse-novogradnja-oglas-4200856,14.03.2021_19:37:14
110,3577634,/nepremicnine/maribor-studenci-106.00-m2-4-sobno-novogradnja-oglas-3577634,14.03.2021_19:37:14
111,4595136,/nepremicnine/lokacija-stanovanja-trbovlje-28.00-m2-oglas-4595136,14.03.2021_19:37:14
112,6488535,/nepremicnine/lokacija-stanovanja-trzaska-cesta-tobacna-oglas-6488535,14.03.2021_19:37:14
113,6485386,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485386,14.03.2021_19:37:14
114,6485385,/nepremicnine/prodaja-stanovanje-dvosobno-pomurska-apace-apace-oglas-6485385,14.03.2021_19:37:14
115,6485383,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485383,14.03.2021_19:37:14
116,6485381,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485381,14.03.2021_19:37:14
117,6485379,/nepremicnine/prodaja-stanovanje-dvosobno-pomurska-apace-apace-oglas-6485379,14.03.2021_19:37:14
118,6485377,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485377,14.03.2021_19:37:14
119,6485375,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485375,14.03.2021_19:37:14
120,6485373,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485373,14.03.2021_19:37:14
121,6485371,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485371,14.03.2021_19:37:14
122,6485369,/nepremicnine/prodaja-stanovanje-dvosobno-pomurska-apace-apace-oglas-6485369,14.03.2021_19:37:14
123,6485368,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485368,14.03.2021_19:37:14
124,6485365,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485365,14.03.2021_19:37:14
125,6485363,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485363,14.03.2021_19:37:15
126,6485361,/nepremicnine/prodaja-stanovanje-dvosobno-pomurska-apace-apace-oglas-6485361,14.03.2021_19:37:15
127,6485359,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485359,14.03.2021_19:37:15
128,6485357,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485357,14.03.2021_19:37:15
129,6485356,/nepremicnine/prodaja-stanovanje-trisobno-pomurska-apace-apace-oglas-6485356,14.03.2021_19:37:15
130,6485349,/nepremicnine/prodaja-stanovanje-dupleks-juzna-primorska-izola-isola-izola-oglas-6485349,14.03.2021_19:37:15
131,6485322,/nepremicnine/prodaja-stanovanje-dvosobno-savinjska-celje-celje-oglas-6485322,14.03.2021_19:37:15
132,6484761,/nepremicnine/ljubljana-siska-stanovanje-4-sobno-prodaja-oglas-6484761,14.03.2021_19:37:15
133,6484745,/nepremicnine/ljubljana-siska-stanovanje-4-sobno-prodaja-oglas-6484745,14.03.2021_19:37:15
134,6484730,/nepremicnine/ljubljana-vic-stanovanje-4-sobno-prodaja-oglas-6484730,14.03.2021_19:37:15
135,6484723,/nepremicnine/ljubljana-vic-stanovanje-4-sobno-prodaja-oglas-6484723,14.03.2021_19:37:15
136,6484698,/nepremicnine/ljubljana-siska-stanovanje-4-sobno-prodaja-oglas-6484698,14.03.2021_19:37:15
137,6484697,/nepremicnine/ljubljana-vic-stanovanje-4-sobno-prodaja-oglas-6484697,14.03.2021_19:37:15
138,6484696,/nepremicnine/ljubljana-siska-stanovanje-4-sobno-prodaja-oglas-6484696,14.03.2021_19:37:15
139,6484625,/nepremicnine/prodaja-stanovanje-dvosobno-podravska-hoce-slivnica-spodnje-hoce-oglas-6484625,14.03.2021_19:37:15
140,6484624,/nepremicnine/mescansko-stanovanje-v-stari-ljubljani-oglas-6484624,14.03.2021_19:37:15
141,6484623,/nepremicnine/celotna-etaza-v-starem-delu-mesta-oglas-6484623,14.03.2021_19:37:15
142,6484622,/nepremicnine/mescansko-stanovanje-v-stari-ljubljani-oglas-6484622,14.03.2021_19:37:15
143,6484341,/nepremicnine/lokacija-stanovanja-kocevje-40.00-m2-oglas-6484341,14.03.2021_19:37:15
144,4809330,/nepremicnine/lokacija-stanovanja-kamnik-16.00-m2-oglas-4809330,14.03.2021_19:37:15
145,6483268,/nepremicnine/lokacija-stanovanja-ruse-58.00-m2-oglas-6483268,14.03.2021_19:37:15
146,6089151,/nepremicnine/lokacija-stanovanja-tezno-oglas-6089151,14.03.2021_19:37:15
147,6482730,/nepremicnine/lokacija-stanovanja-center-87.60-m2-oglas-6482730,14.03.2021_19:37:15
148,6144890,/nepremicnine/maribor-sp-radvanje-stanovanje-2-sobno-prodaja-oglas-6144890,14.03.2021_19:37:15
149,4381313,/nepremicnine/maribor-center-maribor-stanovanje-3-sobno-prodaja-oglas-4381313,14.03.2021_19:37:15
150,1451794,/nepremicnine/stanovanje-podravska-maribor-center-koroska-vrata-2.5-sobno-6-oglas-1451794,14.03.2021_19:37:17
151,5775351,/nepremicnine/celje-vas-2.5-sobno-62.00-m2-prenovljeno-oglas-5775351,14.03.2021_19:37:17
152,2224878,/nepremicnine/stanovanje-podravska-bistrica-ob-dravi-2-sobno-65.4-m2-prodam-oglas-2224878,14.03.2021_19:37:17
153,6482091,/nepremicnine/lokacija-stanovanja-trebnje-70.10-m2-oglas-6482091,14.03.2021_19:37:17
154,4480743,/nepremicnine/maribor-center-stanovanje-2-sobno-prodaja-oglas-4480743,14.03.2021_19:37:17
155,6310093,/nepremicnine/gornja-radgona-stanovanje-3-sobno-prodaja-oglas-6310093,14.03.2021_19:37:17
156,6342021,/nepremicnine/maribor-tabor-stanovanje-4-sobno-prodaja-oglas-6342021,14.03.2021_19:37:17
157,6177392,/nepremicnine/lokacija-stanovanja-vojnik-55.40-m2-oglas-6177392,14.03.2021_19:37:17
158,6481879,/nepremicnine/lokacija-stanovanja-vojnik-53.00-m2-oglas-6481879,14.03.2021_19:37:17
159,6481804,/nepremicnine/lokacija-stanovanja-center-67.00-m2-oglas-6481804,14.03.2021_19:37:17
160,6480700,/nepremicnine/lokacija-stanovanja-pobrezje-50.00-m2-oglas-6480700,14.03.2021_19:37:17
161,5680501,/nepremicnine/lokacija-stanovanja-radomlje-oglas-5680501,14.03.2021_19:37:17
162,6480457,/nepremicnine/prodaja-stanovanje-3-sobno-celovska-cesta-siska-57.1-m2-oglas-6480457,14.03.2021_19:37:17
163,6477785,/nepremicnine/prodaja-stanovanje-stirisobno-podravska-maribor-betnava-oglas-6477785,14.03.2021_19:37:17
164,6477783,/nepremicnine/prodaja-stanovanje-dvosobno-juzna-primorska-piran-pirano-lucija-oglas-6477783,14.03.2021_19:37:17
165,6477781,/nepremicnine/prodaja-stanovanje-dvosobno-savinjska-celje-celje-oglas-6477781,14.03.2021_19:37:17
166,6477779,/nepremicnine/prodaja-stanovanje-dvoinpolsobno-savinjska-celje-celje-oglas-6477779,14.03.2021_19:37:17
167,6477772,/nepremicnine/prodaja-stanovanje-dvoinpolsobno-podravska-maribor-pobrezje-oglas-6477772,14.03.2021_19:37:17
168,6477769,/nepremicnine/prodaja-stanovanje-dvosobno-pomurska-radenci-radenci-oglas-6477769,14.03.2021_19:37:17
169,6477767,/nepremicnine/prodaja-stanovanje-garsonjera-podravska-maribor-tabor-oglas-6477767,14.03.2021_19:37:17
170,6477129,/nepremicnine/prodaja-stanovanje-garsonjera-podravska-maribor-pobrezje-oglas-6477129,14.03.2021_19:37:17
171,6477121,/nepremicnine/prodaja-stanovanje-stirisobno-dolenjska-trebnje-trebnje-oglas-6477121,14.03.2021_19:37:17
172,6477119,/nepremicnine/prodaja-stanovanje-stirisobno-podravska-maribor-okolica-kamnica-oglas-6477119,14.03.2021_19:37:17
173,6477117,/nepremicnine/mescansko-stanovanje-v-stari-ljubljani-oglas-6477117,14.03.2021_19:37:17
174,6477114,/nepremicnine/prodaja-stanovanje-dvosobno-gorenjska-skofja-loka-skofja-loka-oglas-6477114,14.03.2021_19:37:17
175,3664944,/nepremicnine/lokacija-stanovanja-slovenske-konjice-76.00-m2-oglas-3664944,14.03.2021_19:37:18
176,6254564,/nepremicnine/sladki-vrh-63-m2-3-sobno-zgrajeno-l-1965-adaptirano-l-2008-zk-oglas-6254564,14.03.2021_19:37:18
177,6476741,/nepremicnine/lokacija-stanovanja-smarjeske-toplice-184-oglas-6476741,14.03.2021_19:37:18
178,6476684,/nepremicnine/lokacija-stanovanja-fuzine-oglas-6476684,14.03.2021_19:37:18
179,6476214,/nepremicnine/lokacija-stanovanja-vas-74.00-m2-oglas-6476214,14.03.2021_19:37:18
180,6475612,/nepremicnine/limbus-90-m2-3-sobno-zgrajeno-l-2009-m-1-nad-oglas-6475612,14.03.2021_19:37:18
181,6475439,/nepremicnine/hudinja-oglas-6475439,14.03.2021_19:37:18
182,6475276,/nepremicnine/lokacija-stanovanja-sempeter-v-savinjski-dolini-oglas-6475276,14.03.2021_19:37:18
183,6475048,/nepremicnine/lokacija-stanovanja-mandre-69.00-m2-3-sobno-2-vrsta-morja-oglas-6475048,14.03.2021_19:37:18
184,6474557,/nepremicnine/lokacija-stanovanja-bs-3-oglas-6474557,14.03.2021_19:37:18
185,6474467,/nepremicnine/ljubljana-spodnja-siska-14.00-m2-oglas-6474467,14.03.2021_19:37:18
186,6474388,/nepremicnine/lokacija-stanovanja-radovljica-114.34-m2-oglas-6474388,14.03.2021_19:37:18
187,6224574,/nepremicnine/lokacija-stanovanja-center-58.00-m2-oglas-6224574,14.03.2021_19:37:18
188,6474048,/nepremicnine/lokacija-stanovanja-rogaska-slatina-103.50-m2-oglas-6474048,14.03.2021_19:37:18
189,6473963,/nepremicnine/ljubljana-center-tabor-oglas-6473963,14.03.2021_19:37:18
190,6473879,/nepremicnine/lokacija-stanovanja-center-oglas-6473879,14.03.2021_19:37:18
191,6473071,/nepremicnine/mb-center-koroska-cesta-glavni-trg-2-sobno-stanovanje-61.00-m2-oglas-6473071,14.03.2021_19:37:18
192,6473003,/nepremicnine/maribor-center-lent-3-sobno-stanovanje-v-vel-68.10-m2-oglas-6473003,14.03.2021_19:37:18
193,3442701,/nepremicnine/lokacija-stanovanja-kamnik-108.00-m2-oglas-3442701,14.03.2021_19:37:18
194,6472748,/nepremicnine/lokacija-stanovanja-siska-21.50-m2-oglas-6472748,14.03.2021_19:37:18
195,6469641,/nepremicnine/odlicni-lokaciji-v-rozni-dolini-oglas-6469641,14.03.2021_19:37:18
196,6469628,/nepremicnine/lokacija-stanovanja-svetelka-73.00-m2-oglas-6469628,14.03.2021_19:37:18
197,6469592,/nepremicnine/lokacija-stanovanja-ribnica-pohorju-51.80-m2-oglas-6469592,14.03.2021_19:37:18
198,6469590,/nepremicnine/lokacija-stanovanja-lucija-73.00-m2-oglas-6469590,14.03.2021_19:37:18
199,6469152,/nepremicnine/lokacija-stanovanja-radvanje-95.00-m2-oglas-6469152,14.03.2021_19:37:18
200,6468353,/nepremicnine/odlicno-3-sobno-stanovanje-odlicni-lokaciji-mb-center-78.4m2-oglas-6468353,14.03.2021_19:37:19
201,6467890,/nepremicnine/lokacija-stanovanja-dravlje-114.00-m2-oglas-6467890,14.03.2021_19:37:19
202,4966110,/nepremicnine/lokacija-stanovanja-vucja-vas-85.00-m2-oglas-4966110,14.03.2021_19:37:19
203,6467237,/nepremicnine/popolnoma-renovirano-2-sob-tabor-51m2-oglas-6467237,14.03.2021_19:37:19
204,1446197,/nepremicnine/stanovanje-osrednjeslovenska-ljubljana-siska-spodnja-siska-3-oglas-1446197,14.03.2021_19:37:19
205,5475471,/nepremicnine/lokacija-stanovanja-ptuj-63.00-m2-oglas-5475471,14.03.2021_19:37:19
206,6465717,/nepremicnine/lokacija-stanovanja-smarje-pri-jelsah-49.00-m2-2-sobno-oglas-6465717,14.03.2021_19:37:19
207,3212270,/nepremicnine/stanovanje-osrednjeslovenska-ljubljana-siska-lj-siska-3-sobno-oglas-3212270,14.03.2021_19:37:19
208,1459740,/nepremicnine/stanovanje-spodnjeposavska-krsko-3-sobno-82-m2-prodam-oglas-1459740,14.03.2021_19:37:19
209,1472010,/nepremicnine/stanovanje-osrednjeslovenska-logatec-martinj-hrib-3-sobno-242-oglas-1472010,14.03.2021_19:37:19
210,6191828,/nepremicnine/lokacija-stanovanja-ljutomer-158.00-m2-oglas-6191828,14.03.2021_19:37:19
211,6191963,/nepremicnine/lokacija-stanovanja-ljutomer-125.00-m2-oglas-6191963,14.03.2021_19:37:19
212,6460197,/nepremicnine/lokacija-stanovanja-vas-67.00-m2-oglas-6460197,14.03.2021_19:37:19
213,6460177,/nepremicnine/maribor-vas-antoliciceva-ul-33.00-m2-oglas-6460177,14.03.2021_19:37:19
214,6458487,/nepremicnine/atraktivno-stanovanje-z-velikim-atrijem-v-rogozi-oglas-6458487,14.03.2021_19:37:19
215,6458073,/nepremicnine/lokacija-stanovanja-koroska-vrata-55.00-m2-oglas-6458073,14.03.2021_19:37:19
216,3984557,/nepremicnine/lokacija-stanovanja-trbovlje-72.00-m2-oglas-3984557,14.03.2021_19:37:19
217,6211623,/nepremicnine/lokacija-stanovanja-polzela-55.00-m2-oglas-6211623,14.03.2021_19:37:19
218,6452158,/nepremicnine/ljubljana-crnuce-stanovanje-2-sobno-prodaja-oglas-6452158,14.03.2021_19:37:19
219,6452131,/nepremicnine/2s-stanovanje-v-mezici-oglas-6452131,14.03.2021_19:37:19
220,6274653,/nepremicnine/lokacija-stanovanja-vas-75.00-m2-oglas-6274653,14.03.2021_19:37:19
221,6451413,/nepremicnine/lokacija-stanovanja-skofja-loka-37.00-m2-oglas-6451413,14.03.2021_19:37:19
222,1448149,/nepremicnine/stanovanje-tujina-hrvaska-privlaka-bilotinjak-4-sobno-213-m2-oglas-1448149,14.03.2021_19:37:19
223,4743437,/nepremicnine/lokacija-stanovanja-center-oglas-4743437,14.03.2021_19:37:19
224,6451096,/nepremicnine/lokacija-stanovanja-rudnik-40.00-m2-oglas-6451096,14.03.2021_19:37:19
225,6450494,/nepremicnine/lokacija-stanovanja-koper-66.00-m2-oglas-6450494,14.03.2021_19:37:20
226,6450394,/nepremicnine/lokacija-stanovanja-sentilj-v-slovenskih-goricah-134.00-m2-oglas-6450394,14.03.2021_19:37:20
227,6450341,/nepremicnine/prodaja-garsonjera-z-balkonom-siska-24.9m2-oglas-6450341,14.03.2021_19:37:20
